2.261823698710259713e-07;1.960296464731682765e-07;1.628010672526506396e-07;1.328838692348606520e-07;1.130482660797413820e-07;1.092733880575489336e-07;1.255205982988688790e-07;1.627082868868484013e-07;2.181441236321001573e-07;2.855825575900375442e-07;3.559971066426279578e-07;4.189598105808233428e-07;4.644152295484409989e-07;4.845056046401638677e-07;4.750848056855128726e-07;4.366080525867560985e-07;3.741991413646922157e-07;2.968812234929365791e-07;2.161188037637722071e-07;1.439443814042601729e-07;9.103644469087649879e-08;6.507124853279191667e-08;6.962292770921601551e-08;1.037592973534595316e-07;1.623452412356375411e-07;2.369628819225450817e-07;3.172648162446570726e-07;3.925244552929013835e-07;4.531641109198291781e-07;4.920257369778173588e-07;5.052328649338834091e-07;4.925450646151356963e-07;4.571660129330850852e-07;4.050876969439652700e-07;3.440623830462809674e-07;2.824094977106595053e-07;2.278165710580654717e-07;1.863427636816000841e-07;1.617332335762709061e-07;1.551430151269903854e-07;1.652465146871644596e-07
2.165480682020390331e-07;1.867873047154361429e-07;1.514324716996605868e-07;1.166152572194137155e-07;8.925321494727436718e-08;7.589983341140383737e-08;8.147075834794292125e-08;1.080791536177422372e-07;1.542759743690980308e-07;2.149014682772768739e-07;2.816698892738951193e-07;3.444313711728097740e-07;3.929228029335525987e-07;4.186682083605198150e-07;4.166456995810120633e-07;3.863579851424702763e-07;3.320873603831284703e-07;2.622475901053351662e-07;1.879748747496690315e-07;1.212275333841617136e-07;7.276446258746793000e-08;5.038073372445553106e-08;5.770346202045242344e-08;9.372450903519231924e-08;1.531126582289517677e-07;2.271960289771084757e-07;3.054235311670578086e-07;3.770241226946695549e-07;4.326224811256441744e-07;4.655350888842850270e-07;4.726018964169066840e-07;4.544282759933997801e-07;4.150634465403355707e-07;3.611787568174482530e-07;3.009217183968563323e-07;2.426319176758984256e-07;1.936391595656014053e-07;1.593167484155042125e-07;1.425111308404844493e-07;1.434010942790365798e-07;1.597613651725643259e-07
2.014038344877529921e-07;1.732689746781235393e-07;1.372652217788701806e-07;9.908419762837357797e-08;6.557869734850841776e-08;4.367910261034076336e-08;3.909707292940619902e-08;5.506404219940575294e-08;9.139363435677440680e-08;1.441167883163363304e-07;2.058604902068382417e-07;2.669614918764572953e-07;3.171489166497340819e-07;3.474856477516980478e-07;3.521574666294498942e-07;3.297307846551537402e-07;2.835891191409194891e-07;2.214348341473718783e-07;1.539528109793122309e-07;9.290557373033999524e-08;4.904059641513862208e-08;3.021717380785520919e-08;4.010315521233000220e-08;7.764489620719451400e-08;1.373773254541242616e-07;2.104636955062035155e-07;2.862448997435510222e-07;3.540074193505245602e-07;4.046561331954478497e-07;4.320379372852338752e-07;4.337118868480914170e-07;4.110929004386400832e-07;3.689790782988372503e-07;3.145930041563155411e-07;2.563142765956670231e-07;2.023472593961880592e-07;1.595298943977958541e-07;1.324612198253187128e-07;1.230632407663391544e-07;1.305870497430085885e-07;1.520109140975885215e-07
1.808518131333257854e-07;1.555058843292185380e-07;1.203422540947419071e-07;8.044590771180151471e-08;4.239214776273043533e-08;1.326407133451957881e-08;0.000000000000000000e+00;4.975171274907276660e-09;3.109212392853888542e-08;7.502666508139693124e-08;1.304765290377739336e-07;1.884684727901599611e-07;2.389398084417413793e-07;2.726738744508448170e-07;2.831870184461272430e-07;2.681481138953387727e-07;2.300038133103868684e-07;1.756478661540388997e-07;1.151829074922637852e-07;6.004459999951804905e-08;2.085926102815889451e-08;5.484009465141610801e-09;1.760835824754975251e-08;5.616870448430401462e-08;1.156434442415706412e-07;1.871357566833902356e-07;2.600004289348056938e-07;3.236914687743095440e-07;3.694872783824409685e-07;3.918087887313790256e-07;3.889316816813713410e-07;3.630138172685675672e-07;3.194860056700687307e-07;2.659617566887967615e-07;2.108818170844214113e-07;1.621495737862180916e-07;1.259849924746905749e-07;1.061493914607017845e-07;1.036469601631962121e-07;1.168728819635955686e-07;1.421520884576991396e-07
1.550248590929117767e-07;1.335395271870062084e-07;1.006884481908060747e-07;6.080612409866686628e-08;1.998488079963118499e-08;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;9.531104847328923574e-09;5.759592627712836644e-08;1.111052530615247072e-07;1.604285219474843013e-07;1.962760343084727972e-07;2.116434610951418800e-07;2.033725942204937806e-07;1.729581625719143544e-07;1.263981371008422753e-07;7.308565587624351635e-08;2.398463960409981843e-08;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;3.023062814891237092e-08;8.872446143901484620e-08;1.579235485091077832e-07;2.273337454529225897e-07;2.867015117964094093e-07;3.277722531163301249e-07;3.455819115256450346e-07;3.390969784177579286e-07;3.111306846964398070e-07;2.676011883739630963e-07;2.163325116900811653e-07;1.656410836761238313e-07;1.229692551670831973e-07;9.380682825992518782e-08;8.103821474766275709e-08;8.478621110407585152e-08;1.027050419239402388e-07;1.306159843415181038e-07
1.240037616216521275e-07;1.073221916755070858e-07;7.819666344485532845e-08;4.009415055997485428e-08;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;3.709054191535328838e-08;8.387960682526514762e-08;1.205114056232845088e-07;1.396391207632113699e-07;1.373758324616706209e-07;1.142799480354190515e-07;7.538245321584222778e-08;2.924233070855122370e-08;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;9.520948277424935961e-10;5.766114804380799163e-08;1.238091722712114089e-07;1.892041956327430322e-07;2.440197959847331693e-07;2.805548729426266493e-07;2.944901237042540112e-07;2.854395820811133170e-07;2.567551731662221599e-07;2.146720073174536057e-07;1.670318936449239166e-07;1.218308247901521944e-07;8.590088358621552346e-08;6.391068409158603385e-08;5.786200794103952032e-08;6.706794762893283752e-08;8.857561009966879189e-08;1.178910188923779354e-07
8.777588294458090113e-08;7.666370142163536377e-08;5.255192246813150019e-08;1.796363578647412887e-08;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.146991519701237474e-08;4.757143629805225573e-08;6.929368760421181639e-08;7.215458735645059916e-08;5.581450896354345661e-08;2.429698879737413717e-08;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;2.358168210100162497e-08;8.591917039339650931e-08;1.467679534388940616e-07;1.968618980912001765e-07;2.291387709105152980e-07;2.399301911525361381e-07;2.294301480783261867e-07;2.013877769754447678e-07;1.621714981997980357e-07;1.194292368762526584e-07;8.065632344721194054e-08;5.192991163222325163e-08;3.704903484002933541e-08;3.715048087357665624e-08;5.084535983700970361e-08;7.473792423367790717e-08;1.042079518525260586e-07
4.626547933973568532e-08;4.123540649253131729e-08;2.321684424292811814e-08;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;2.501803105444913425e-09;9.499430654974977233e-09;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;4.535152281427395585e-08;1.012047875304934727e-07;1.465050484363802995e-07;1.748921268339472766e-07;1.833402091992131657e-07;1.725298768642613829e-07;1.464517348288170617e-07;1.114007007885826080e-07;7.463098153259290214e-08;4.295971068102916948e-08;2.160801280086377982e-08;1.347221631244089163e-08;1.889792461223949771e-08;3.592163887320921611e-08;6.088962923818246406e-08;8.925212357026411804e-08
0.000000000000000000e+00;6.860016806664363069e-10;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;2.993012577072615363e-09;5.352629317635172667e-08;9.407439128154021378e-08;1.190220675818172668e-07;1.259537215632393075e-07;1.159219064943470500e-07;9.298726965490460022e-08;6.317299699432934767e-08;3.314284425947195771e-08;8.895263476818777042e-09;0.000000000000000000e+00;0.000000000000000000e+00;2.281824393891887883e-09;2.129076602492950980e-08;4.593945692855313689e-08;7.193495389629837218e-08
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;4.403171648056967542e-09;4.035813224972639490e-08;6.236599395745675989e-08;6.856240097697552779e-08;6.025320709434966336e-08;4.138999550497830274e-08;1.753903439230327975e-08;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;5.023329944066426513e-09;2.792394708088191758e-08;5.034920072455905776e-08
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;5.267314376859727662e-09;1.138794684835033507e-08;5.491973171607462428e-09;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;4.180559627589568493e-09;2.197974924604809426e-08
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
